#	Designation	g(kg/m)	D(mm)	B(mm)	t(mm)	T(mm)	r(mm)	d(mm)	b/T	d/t	C(mm)	N(mm)	n(mm)	Ix(cm4)	Iy(cm4)	ix(cm)	iy(cm)	Wex(cm3)Wey(cm3)Wpx(cm3)Wpy(cm3)u	x	H(dm6)	J(cm4)	A(cm2)
59	356x127x33	33.1	349	125.4	6	8.5	10.2	311.6	7.38	51.9	5	70	20	8250	280	14	2.58	473	44.7	543	70.3	0.863	42.2	0.081	8.79	42.1
60	305x165x54	54	310.4	166.9	7.9	13.7	8.9	265.2	6.09	33.6	6	90	24	11700	1060	13	3.93	754	127	846	196	0.889	23.6	0.234	34.8	68.8
61	305x165x46	46.1	306.6	165.7	6.7	11.8	8.9	265.2	7.02	39.6	5	90	22	9900	896	13	3.9	646	108	720	166	0.891	27.1	0.195	22.2	58.7
62	305x165x40	40.3	303.4	165	6	10.2	8.9	265.2	8.09	44.2	5	90	20	8500	764	12.9	3.86	560	92.6	623	142	0.889	31	0.164	14.7	51.3
63	305x127x48	48.1	311	125.3	9	14	8.9	265.2	4.47	29.5	7	70	24	9580	461	12.5	2.74	616	73.6	711	116	0.874	23.3	0.102	31.8	61.2
64	305x127x42	41.9	307.2	124.3	8	12.1	8.9	265.2	5.14	33.1	6	70	22	8200	389	12.4	2.7	534	62.6	614	98.4	0.872	26.6	0.0846	21.1	53.4
65	305x127x37	37	304.4	123.4	7.1	10.7	8.9	265.2	5.77	37.4	6	70	20	7170	336	12.3	2.67	471	54.5	539	85.4	0.871	29.7	0.0725	14.8	47.2
66	305x102x33	32.8	312.7	102.4	6.6	10.8	7.6	275.9	4.74	41.8	5	58	20	6500	194	12.5	2.15	416	37.9	481	60	0.867	31.6	0.0442	12.2	41.8
67	305x102x28	28.2	308.7	101.8	6	8.8	7.6	275.9	5.78	46	5	58	18	5370	155	12.2	2.08	348	30.5	403	48.5	0.859	37.4	0.0349	7.4	35.9
68	305x102x25	24.8	305.1	101.6	5.8	7	7.6	275.9	7.26	47.6	5	58	16	4460	123	11.9	1.97	292	24.2	342	38.8	0.846	43.4	0.0273	4.77	31.6
69	254x146x43	43	259.6	147.3	7.2	12.7	7.6	219	5.8	30.4	6	82	22	6540	677	10.9	3.52	504	92	566	141	0.89	21.2	0.103	23.9	54.8
70	254x146x37	37	256	146.4	6.3	10.9	7.6	219	6.72	34.8	5	82	20	5540	571	10.8	3.48	433	78	483	119	0.889	24.4	0.0857	15.3	47.2
71	254x146x31	31.1	251.4	146.1	6	8.6	7.6	219	8.49	36.5	5	82	18	4410	448	10.5	3.36	351	61.3	393	94.1	0.879	29.6	0.066	8.55	39.7
72	254x102x28	28.3	260.4	102.2	6.3	10	7.6	225.2	5.11	35.7	5	58	18	4010	179	10.5	2.22	308	34.9	353	54.8	0.874	27.5	0.028	9.57	36.1
73	254x102x25	25.2	257.2	101.9	6	8.4	7.6	225.2	6.07	37.5	5	58	16	3420	149	10.3	2.15	266	29.2	306	46	0.867	31.4	0.023	6.42	32
74	254x102x22	22	254	101.6	5.7	6.8	7.6	225.2	7.47	39.5	5	58	16	2840	119	10.1	2.06	224	23.5	259	37.3	0.856	36.3	0.0182	4.15	28
75	203x133x30	30	206.8	133.9	6.4	9.6	7.6	172.4	6.97	26.9	5	74	18	2900	385	8.71	3.17	280	57.5	314	88.2	0.881	21.5	0.0374	10.3	38.2
76	203x133x25	25.1	203.2	133.2	5.7	7.8	7.6	172.4	8.54	30.2	5	74	16	2340	308	8.56	3.1	230	46.2	258	70.9	0.877	25.6	0.0294	5.96	32
77	203x102x23	23.1	203.2	101.8	5.4	9.3	7.6	169.4	5.47	31.4	5	60	18	2110	164	8.46	2.36	207	32.2	234	49.8	0.888	22.5	0.0154	7.02	29.4
78	178x102x19	19	177.8	101.2	4.8	7.9	7.6	146.8	6.41	30.6	4	60	16	1360	137	7.48	2.37	153	27	171	41.6	0.886	22.6	0.00987	4.41	24.3
79	152x89x16	16	152.4	88.7	4.5	7.7	7.6	121.8	5.76	27.1	4	54	16	834	89.8	6.41	2.1	109	20.2	123	31.2	0.889	19.6	0.0047	3.56	20.3
80	127x76x13	13	127	76	4	7.6	7.6	96.6	5	24.1	4	46	16	473	55.7	5.35	1.84	74.6	14.7	84.2	22.6	0.896	16.3	0.00199	2.85	16.5
81	CUSTOM
