#	Name	D(mm)	B(mm)	t(mm)	g(kg/m)	A(cm2)	d/t(1)	b/t(1)	Ix(cm4)	Iy(cm4)	ix(cm)	iy(cm)	wex(cm3	wey(cm3	wpx(cm3	wpy(cm3	J(cm4)	C	m2	m2
100	250x150	250	150	8.0	46.5	59.2	26.3	13.8	4890	2220	9.08	6.12	391	296	482	340	5050	504	0.766	16.5
101	250x150	250	150	10.0	57	72.6	20	10	5830	2630	8.96	6.02	466	351	582	409	6120	602	0.757	13.3
102	250x150	250	150	12.0	66	84.1	15.8	7.5	6460	2930	8.77	5.9	517	390	658	463	7090	684	0.738	11.2
103	250x150	250	150	12.5	68.3	87	15	7	6630	3000	8.73	5.87	531	400	678	477	7310	704	0.736	10.8
104	300x100	300	100	6.0	35.8	45.6	45	11.7	4780	842	10.2	4.3	318	168	411	188	2400	306	0.779	21.8
105	300x100	300	100	8.0	46.5	59.2	32.5	7.5	5980	1040	10	4.2	399	209	523	238	3080	385	0.766	16.5
106	300x100	300	100	10.0	57	72.6	25	5	7110	1220	9.9	4.11	474	245	631	285	3680	455	0.757	13.3
107	300x100	300	100	12.0	66	84.1	20	3.33	7810	1340	9.64	4	521	269	710	321	4180	508	0.738	11.2
108	300x100	300	100	12.5	68.3	87	19	3	8010	1370	9.59	3.97	534	275	732	330	4290	521	0.736	10.8
109	300x200	300	200	6.0	45.2	57.6	45	28.3	7370	3960	11.3	8.29	491	396	588	446	8120	651	0.979	21.7
110	300x200	300	200	8.0	59.1	75.2	32.5	20	9390	5040	11.2	8.19	626	504	757	574	10600	838	0.966	16.3
111	300x200	300	200	10.0	72.7	92.6	25	15	11300	6060	11.1	8.09	754	606	921	698	13000	1010	0.957	13.2
112	300x200	300	200	12.0	84.8	108	20	11.7	12800	6850	10.9	7.96	853	685	1060	801	15200	1170	0.938	11.1
113	300x200	300	200	12.5	88	112	19	11	13200	7060	10.8	7.94	879	706	1090	828	15800	1200	0.936	10.6
114	400x200	400	200	8.0	71.6	91.2	45	20	19000	6520	14.4	8.45	949	652	1170	728	15800	1130	1.17	16.3
115	400x200	400	200	10.0	88.4	113	35	15	23000	7860	14.3	8.36	1150	786	1430	888	19400	1370	1.16	13.1
116	400x200	400	200	12.0	104	132	28.3	11.7	26200	8980	14.1	8.24	1310	898	1660	1030	22800	1590	1.14	11
117	400x200	400	200	12.5	108	137	27	11	27100	9260	14.1	8.22	1360	926	1710	1060	23600	1640	1.14	10.6
118	CUSTOM	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
